id,variant,view,action
7504657,B,1,1
6412577,B,8,2
5129513,B,4,2
7854713,B,1,1
6885965,B,10,10
5440223,B,10,5
5894411,B,1,1
7042403,B,1,1
6619309,B,8,4
7683083,B,1,1
7945157,B,2,2
4041347,B,1,1
5550599,B,10,6
5424435,B,5,3
5058487,B,10,10
7671153,B,1,1
7586083,B,1,1
7792201,B,5,5
5778777,B,11,4
7398607,B,1,1
7513369,B,4,3
6799251,B,13,7
5269995,B,8,7
6370803,B,10,3
5904109,B,6,5
8130479,B,1,1
3545463,B,3,2
4692631,B,2,1
8160215,B,1,1
7585223,B,7,6
7625715,B,3,1
7334633,B,1,1
5347835,B,1,1
7004337,B,4,1
5995277,B,1,1
7637961,B,1,1
5929469,B,1,1
6903737,B,7,7
7753525,B,1,1
7614887,B,1,1
4545347,B,4,1
5459209,B,10,8
4260491,B,9,9
5771807,B,4,2
5372739,B,5,2
3181777,B,3,2
3996275,B,8,7
7608379,B,1,1
7328067,B,1,1
7646057,B,1,1
5953239,B,10,9
8102849,B,1,1
7605579,B,1,1
7562189,B,3,1
7871173,B,1,1
8160031,B,1,1
7104489,B,5,2
1344413,B,6,4
5989873,B,4,2
7975869,B,1,1
7479967,B,1,1
7591891,B,1,1
6484825,B,7,1
5257529,B,10,1
7883173,B,1,1
7863231,B,2,2
4142481,B,7,5
7296929,B,11,6
5346611,B,7,2
6147155,B,2,2
6884407,B,8,4
7802091,B,1,1
7798575,B,1,1
5825901,B,4,3
6632797,B,5,4
6560089,B,4,4
7592343,B,1,1
4419769,B,7,5
7280139,B,4,2
7139109,B,6,1
7475097,B,1,1
7767487,B,1,1
7598165,B,1,1
7765759,B,1,1
6349215,B,15,11
7692561,B,4,3
6825017,B,1,1
7116175,B,5,5
7180307,B,3,1
8080009,B,1,1
7309191,B,1,1
7164053,B,1,1
7855253,B,1,1
4635695,B,9,3
6016503,B,6,6
7575183,B,4,4
4414175,B,6,5
4675371,B,7,4
7338275,B,7,6
7628169,B,1,1
5749241,B,10,8
5660487,B,4,2
3995509,B,13,4
3203273,B,9,5
3591977,B,20,18
5436719,B,4,3
7569037,B,1,1
7818823,B,1,1
5443699,B,10,7
5829993,B,5,3
4321753,B,3,3
7825947,B,1,1
2902037,B,7,3
3727093,B,4,1
7556901,B,1,1
7198977,B,1,1
7615629,B,1,1
4701169,B,4,4
7255457,B,10,6
6431725,B,4,4
6579939,B,3,2
6329213,B,1,1
7505041,B,1,1
7688467,B,7,5
5287125,B,4,3
5228161,B,8,6
6856715,B,6,4
6676383,B,10,3
6202317,B,12,5
4190779,B,13,9
6911489,B,4,3
7543459,B,1,1
6512355,B,5,2
7035857,B,14,13
1358045,B,10,3
7495417,B,1,1
7970407,B,1,1
8059239,B,1,1
7740887,B,3,1
7418173,B,4,2
7853043,B,2,1
5476427,B,7,6
7588053,B,1,1
8158093,B,1,1
6821611,B,9,7
7592847,B,1,1
7753613,B,1,1
7469047,B,4,2
6995911,B,10,4
7383425,B,1,1
6114211,B,4,1
4861197,B,2,2
3854489,B,7,5
7761431,B,1,1
7406289,B,9,2
7337457,B,1,1
6810389,B,1,1
7813959,B,1,1
7613197,B,1,1
5296449,B,2,2
7482103,B,1,1
7377765,B,1,1
7831825,B,3,2
7174817,B,7,3
5389491,B,3,3
5473839,B,9,7
5595441,B,10,5
6682741,B,10,3
7814981,B,1,1
6464665,B,3,3
7563257,B,4,4
7528489,B,1,1
5724559,B,5,2
5735055,B,7,2
7989987,B,1,1
7807311,B,1,1
7328363,B,14,8
7458825,B,3,1
5753075,B,10,9
7849309,B,3,2
7456969,B,1,1
5880469,B,9,9
7195375,B,3,2
5506665,B,10,2
7020159,B,2,2
5301671,B,3,3
7652821,B,1,1
8054223,B,1,1
7508273,B,11,11
7609725,B,1,1
4582013,B,9,7
3394985,B,10,3
4649025,B,3,2
6039237,B,6,5
7822199,B,1,1
6984275,B,16,16
8050685,B,1,1
7011907,B,3,2
7801815,B,1,1
7589093,B,1,1
7880659,B,1,1
7878007,B,2,1
5555399,B,6,1
5194029,B,5,5
7636341,B,1,1
7733127,B,3,3
7455039,B,1,1
7677227,B,1,1
6101449,B,8,3
5553255,B,8,5
7419301,B,1,1
5526235,B,5,5
7882441,B,3,2
7739023,B,8,6
7807801,B,1,1
7331001,B,5,4
7126495,B,9,1
8087413,B,1,1
7325835,B,1,1
2908845,B,8,2
5276531,B,3,1
7388941,B,1,1
4641769,B,1,1
7501635,B,1,1
5980055,B,10,7
7975365,B,1,1
5365729,B,9,2
7104783,B,10,10
6964869,B,6,4
7777527,B,1,1
7719093,B,1,1
6988639,B,9,4
6695783,B,5,4
7802389,B,1,1
5785299,B,10,1
7592287,B,8,2
7684191,B,1,1
7845801,B,1,1
6677679,B,5,5
6338557,B,6,3
7102859,B,3,2
7468375,B,4,4
7645383,B,1,1
5393085,B,2,1
5753417,B,5,2
7737735,B,1,1
4711211,B,5,3
5819197,B,8,1
6166531,B,9,8
5281473,B,3,3
7923743,B,1,1
7796949,B,4,3
6681577,B,5,3
5364309,B,5,1
7762615,B,1,1
3051535,B,5,1
5611753,B,5,5
5330177,B,7,1
7483453,B,8,8
2604653,B,5,3
7179575,B,1,1
1132255,B,2,2
6489757,B,6,2
7517625,B,5,1
5645307,B,9,5
7166015,B,10,6
5182831,B,2,1
2595263,B,5,2
4468667,B,10,7
7575703,B,1,1
7995461,B,1,1
5241297,B,3,2
7585761,B,1,1
3193525,B,4,1
7798387,B,1,1
4635631,B,10,7
7359565,B,1,1
5935427,B,6,1
7360609,B,5,5
5525721,B,10,5
7966383,B,1,1
6399627,B,10,2
5009801,B,8,3
5777559,B,5,1
4892465,B,18,13
7851387,B,3,2
4330481,B,7,7
7751613,B,1,1
7894223,B,1,1
7370685,B,5,4
6958947,B,8,2
8170977,B,1,1
7033715,B,10,6
7340107,B,3,2
7886061,B,1,1
5754927,B,1,1
5943501,B,9,7
8362679,B,1,1
4389031,B,6,3
7725919,B,4,4
7823781,B,1,1
5664821,B,11,9
5773667,B,10,3
7477053,B,1,1
6438353,B,7,4
7365885,B,1,1
7363791,B,1,1
6026657,B,2,2
5616337,B,9,3
7735279,B,1,1
7870305,B,5,2
7604061,B,1,1
7285003,B,8,5
5671079,B,14,13
7881283,B,1,1
5330029,B,5,1
6279645,B,5,1
7834593,B,1,1
7662495,B,1,1
7790757,B,1,1
7843771,B,1,1
8016003,B,1,1
6162195,B,9,3
7370727,B,1,1
7651389,B,1,1
6399821,B,5,4
7228791,B,9,6
4794087,B,12,9
7580401,B,1,1
7955443,B,2,1
7227757,B,13,11
5696131,B,2,2
3458195,B,7,2
7877359,B,1,1
7656573,B,1,1
4552405,B,8,7
5473855,B,8,5
4317829,B,6,6
6450695,B,4,4
6830369,B,5,4
7827009,B,1,1
7724947,B,1,1
6440817,B,11,10
7632457,B,1,1
7902155,B,1,1
7564849,B,1,1
4896887,B,3,3
8092183,B,1,1
5940537,B,2,2
7553343,B,1,1
7043751,B,1,1
7546519,B,8,6
7202979,B,5,2
7868383,B,1,1
2645809,B,7,3
8150641,B,1,1
7546201,B,1,1
5433849,B,5,2
7924345,B,1,1
7624465,B,1,1
7270101,B,4,1
7327737,B,8,6
8168949,B,1,1
8054909,B,1,1
5441443,B,5,2
7488339,B,1,1
6012853,B,9,1
7884369,B,5,4
7415109,B,1,1
6506687,B,7,1
5644131,B,8,2
5827103,B,10,3
7189351,B,5,1
7106567,B,1,1
5897987,B,4,3
7601999,B,3,1
6018905,B,7,1
7093979,B,9,4
6926295,B,9,4
6953723,B,7,6
7934221,B,1,1
7600101,B,1,1
7394147,B,1,1
6767139,B,7,4
7813547,B,1,1
5624803,B,8,5
7074493,B,1,1
5217013,B,6,6
7347715,B,1,1
7709893,B,1,1
7087879,B,1,1
3350951,B,5,3
7848675,B,1,1
8164915,B,1,1
7893903,B,1,1
7833451,B,1,1
4323653,B,10,6
6339929,B,4,4
6111841,B,1,1
7840101,B,5,2
6927579,B,11,8
7496803,B,5,3
6568669,B,10,1
7877949,B,1,1
5350323,B,7,7
5453099,B,6,6
7846475,B,1,1
7186251,B,10,10
4502597,B,1,1
8108165,B,1,1
8069167,B,1,1
6475625,B,10,10
7263379,B,9,2
7472687,B,4,4
6535767,B,3,1
5476151,B,4,4
7096813,B,13,3
4946799,B,10,8
7319015,B,10,1
5876597,B,5,3
5376991,B,3,2
7606677,B,8,8
7308817,B,5,4
6964643,B,3,2
2493221,B,7,7
7903505,B,1,1
5527461,B,5,3
7667041,B,1,1
3444209,B,13,11
7936661,B,1,1
5332197,B,8,2
6039135,B,5,3
2886929,B,5,5
5528843,B,10,3
7875095,B,1,1
4896991,B,6,1
7877357,B,2,2
5302841,B,9,8
6491711,B,1,1
5090177,B,4,3
4131697,B,4,3
7633575,B,5,5
8156349,B,1,1
5435789,B,7,3
7561035,B,1,1
8062215,B,1,1
7718361,B,1,1
7868133,B,4,4
5613551,B,5,1
3120523,B,5,3
6297173,B,10,3
7274189,B,9,7
4069741,B,4,1
6894923,B,8,4
8058749,B,2,1
5269617,B,1,1
7065861,B,2,2
4012387,B,10,1
7382129,B,1,1
7322877,B,1,1
7740457,B,1,1
5508649,B,8,3
7247303,B,1,1
6994713,B,2,2
5419877,B,5,3
7614167,B,8,3
7716713,B,1,1
5007879,B,16,14
5324109,B,4,4
5863275,B,7,5
7785507,B,4,2
4661005,B,10,2
6637567,B,6,1
7296385,B,1,1
7675873,B,1,1
7895319,B,1,1
7708475,B,1,1
7121101,B,4,2
7096981,B,5,3
7518295,B,1,1
5913635,B,4,1
7027965,B,13,8
7344819,B,1,1
7541001,B,1,1
7556663,B,1,1
5850569,B,8,1
7312157,B,7,7
4331135,B,4,4
7562379,B,1,1
7091365,B,10,1
5255613,B,10,4
4453225,B,4,4
7684739,B,7,2
7455019,B,4,4
7603635,B,1,1
5704389,B,6,5
7848487,B,1,1
3028191,B,10,4
4297275,B,5,1
7636443,B,1,1
7975073,B,1,1
6403555,B,3,2
5408385,B,9,8
5121157,B,3,3
7680251,B,1,1
7625709,B,1,1
7783823,B,1,1
3357669,B,3,3
7247249,B,9,9
5844271,B,10,1
6338057,B,10,1
5316873,B,10,3
7540381,B,1,1
7856503,B,1,1
6905795,B,1,1
5553927,B,5,3
8182741,B,1,1
7207549,B,5,3
6693617,B,8,1
7230637,B,1,1
5491907,B,6,3
6858769,B,5,3
7821921,B,1,1
7737495,B,1,1
7855401,B,1,1
7864693,B,3,3
7254453,B,1,1
5007347,B,7,3
5482013,B,1,1
7670947,B,1,1
6926239,B,8,2
7408397,B,10,8
6390727,B,9,1
4916037,B,6,5
4599189,B,5,3
7155747,B,10,5
7757521,B,1,1
5491451,B,8,1
7581039,B,1,1
6041641,B,1,1
5666075,B,9,9
7104071,B,10,10
4029321,B,1,1
7878627,B,1,1
7756715,B,1,1
4629755,B,4,3
7754559,B,5,2
5381003,B,5,5
4243921,B,12,7
6502683,B,8,3
7719073,B,1,1
7022929,B,5,2
7734825,B,6,6
7883603,B,4,2
7547709,B,6,5
7755263,B,1,1
7614353,B,1,1
7524021,B,1,1
6454741,B,5,1
7190607,B,5,1
7203361,B,2,1
6868671,B,9,2
8078959,B,1,1
7193765,B,11,3
6672121,B,3,1
7935423,B,1,1
7499537,B,1,1
7691573,B,1,1
6783321,B,7,7
7749151,B,1,1
7848891,B,1,1
7276121,B,1,1
7963861,B,2,2
5895503,B,10,4
2519449,B,3,1
4293115,B,11,4
6263263,B,7,2
7313735,B,1,1
7789459,B,1,1
7572587,B,1,1
7272839,B,1,1
7602223,B,9,1
7524429,B,1,1
3103937,B,10,6
7739331,B,1,1
5251963,B,16,8
5473197,B,5,5
6515199,B,6,4
7719919,B,1,1
4188777,B,6,4
7397735,B,1,1
5534357,B,14,11
5407977,B,4,1
7493667,B,1,1
4594963,B,5,4
7609649,B,5,5
7506867,B,1,1
5628811,B,5,2
7557889,B,1,1
5742349,B,8,5
7076195,B,17,5
6641323,B,3,1
4683301,B,5,5
6053053,B,10,7
5382041,B,3,2
4178417,B,15,11
7855517,B,1,1
7646685,B,1,1
4402975,B,3,2
5708981,B,10,4
8131415,B,1,1
6802611,B,10,4
7121229,B,1,1
6996051,B,10,6
5538219,B,9,8
7420223,B,11,8
4682985,B,9,4
7170383,B,10,3
5736829,B,8,2
8097401,B,1,1
7754529,B,1,1
6837065,B,3,3
7766499,B,1,1
4404305,B,1,1
4478777,B,12,8
6824341,B,5,2
5264315,B,1,1
7884225,B,1,1
7128585,B,9,7
8263167,B,1,1
7054863,B,5,3
8071011,B,1,1
7742019,B,5,4
5870021,B,6,2
6008623,B,5,1
5587955,B,5,5
5323485,B,4,2
5934313,B,3,2
6967841,B,9,3
7669195,B,1,1
6632253,B,9,9
7755747,B,1,1
5606107,B,5,2
7862873,B,3,2
3252613,B,2,1
7877103,B,1,1
7774539,B,1,1
7577149,B,1,1
6347361,B,10,2
7538085,B,9,5
7537923,B,1,1
6912771,B,8,7
6695147,B,6,4
5723209,B,9,5
7579111,B,1,1
7767239,B,1,1
5640047,B,4,3
7605863,B,1,1
4527885,B,8,1
7100423,B,4,4
8079641,B,1,1
6954157,B,6,6
5718413,B,3,3
8110101,B,1,1
7546179,B,1,1
5812009,B,1,1
6935029,B,14,6
7921641,B,1,1
5440635,B,5,2
4043917,B,5,4
5212565,B,10,4
5393997,B,4,3
6549915,B,4,2
5553873,B,10,1
7687537,B,1,1
3001529,B,6,5
6747315,B,5,4
4564869,B,4,2
5815329,B,3,2
7952973,B,1,1
7326309,B,10,6
7603879,B,1,1
7684557,B,2,2
6079407,B,9,3
7802565,B,2,2
5161107,B,4,1
7752803,B,4,2
5336753,B,1,1
5784425,B,4,4
7590735,B,1,1
3903263,B,8,3
7437915,B,1,1
7024493,B,11,4
6776329,B,9,4
7147255,B,8,7
7395617,B,1,1
5627895,B,4,4
7618683,B,1,1
4338951,B,10,8
7830685,B,1,1
7934785,B,1,1
7529437,B,1,1
7516033,B,1,1
5733805,B,12,8
7301499,B,9,9
5407619,B,10,1
7494717,B,1,1
7879909,B,6,5
4733693,B,9,1
6221215,B,2,2
5818989,B,10,10
7375857,B,10,7
7877917,B,1,1
6515631,B,10,4
6788435,B,10,3
7421929,B,9,1
7538783,B,1,1
7151265,B,5,1
7795431,B,1,1
6959175,B,7,1
5019877,B,4,3
7937067,B,1,1
4244475,B,9,8
5582541,B,3,3
4520487,B,10,1
5452803,B,8,1
5041129,B,10,10
7330239,B,1,1
7505689,B,1,1
4288999,B,9,9
5510595,B,9,5
6919233,B,9,6
4185797,B,2,2
7542445,B,1,1
6315869,B,5,4
4718581,B,9,5
6232319,B,4,3
6771977,B,9,8
7678143,B,1,1
5320133,B,8,7
7370445,B,1,1
7333649,B,5,2
7438603,B,1,1
4552563,B,11,3
7806087,B,1,1
5789677,B,1,1
8246299,B,1,1
4269655,B,2,1
7862687,B,1,1
7080723,B,9,1
7592219,B,1,1
5540473,B,8,6
7053625,B,6,5
7696691,B,3,1
2561085,B,5,1
7546143,B,1,1
7827387,B,1,1
6568499,B,4,2
8231477,B,1,1
7673187,B,1,1
7433843,B,5,5
6674203,B,10,3
6278651,B,2,2
4524363,B,1,1
5348119,B,8,2
7388789,B,4,2
6994135,B,7,1
7672075,B,1,1
6947257,B,8,4
5532857,B,1,1
7556047,B,1,1
3719521,B,16,11
6979347,B,11,5
6665299,B,5,2
7415685,B,6,6
8264921,B,1,1
8147353,B,1,1
6402447,B,15,10
5437035,B,10,2
6703141,B,9,1
7872009,B,1,1
7651581,B,1,1
7780829,B,8,7
7755599,B,1,1
7674171,B,1,1
7053375,B,5,4
7733851,B,1,1
7679501,B,1,1
7858035,B,1,1
7393535,B,1,1
4512075,B,9,8
6475391,B,4,2
3095013,B,17,1
7796997,B,1,1
7642057,B,10,3
5323497,B,3,1
6795947,B,2,2
5786063,B,7,7
5297927,B,4,1
3768809,B,14,8
7391665,B,8,8
5227739,B,7,4
7718835,B,1,1
7299775,B,1,1
5724473,B,3,3
7092375,B,4,2
7663541,B,5,5
7855849,B,1,1
7584521,B,1,1
7514181,B,1,1
7564749,B,1,1
8062121,B,2,1
7225667,B,14,6
4705387,B,6,4
7563181,B,1,1
7852871,B,1,1
6568923,B,8,3
5351305,B,5,1
7561359,B,1,1
7071275,B,7,4
7840489,B,1,1
7120375,B,5,5
6927613,B,3,2
7398461,B,1,1
3924563,B,2,2
5376265,B,10,8
5839807,B,5,4
5423383,B,4,1
7769285,B,1,1
7672699,B,1,1
7865751,B,1,1
6809379,B,5,1
7115955,B,4,1
5384315,B,10,10
6671297,B,9,6
7465257,B,3,1
7615637,B,1,1
7973001,B,1,1
5279471,B,6,1
7010567,B,5,5
7557335,B,5,4
7450317,B,10,6
7101943,B,1,1
6995563,B,4,3
5366547,B,8,6
7682541,B,1,1
8188643,B,1,1
7855893,B,1,1
5551127,B,4,4
7463859,B,4,2
5989623,B,8,8
7646035,B,1,1
6802601,B,7,3
7766841,B,2,1
4642505,B,2,2
5574787,B,5,1
6360373,B,10,3
6869805,B,5,2
1270131,B,8,1
7075791,B,3,3
5273367,B,10,2
4235341,B,5,1
4542057,B,1,1
7344901,B,6,1
7689805,B,1,1
7895769,B,1,1
7083761,B,5,3
5356505,B,5,1
7496795,B,1,1
5332895,B,3,2
6987119,B,2,1
4586677,B,1,1
5467545,B,9,2
6822603,B,10,3
5282669,B,4,2
7574685,B,1,1
5876901,B,8,5
7647961,B,1,1
7878315,B,4,3
7406163,B,1,1
7874579,B,1,1
5924265,B,5,2
7873623,B,2,1
5356495,B,10,5
7576139,B,1,1
4986527,B,10,1
5381757,B,7,1
7182467,B,10,7
5691541,B,5,5
5639535,B,3,1
7319447,B,1,1
7633665,B,4,1
7426659,B,2,2
7515109,B,1,1
7628153,B,2,2
6043265,B,8,4
6974945,B,1,1
5039503,B,15,6
6855523,B,13,8
6148283,B,7,6
7517117,B,1,1
5104807,B,4,1
5705879,B,8,2
6930827,B,2,2
6669617,B,6,3
7722983,B,6,3
5345423,B,10,5
5666787,B,5,1
4502187,B,9,6
6356923,B,6,2
7253011,B,1,1
6946749,B,10,2
7023525,B,5,2
7077047,B,1,1
8036979,B,1,1
7739483,B,1,1
7792225,B,1,1
7752505,B,1,1
7812883,B,5,1
7846261,B,1,1
7671209,B,1,1
7778031,B,1,1
4861181,B,4,3
5274355,B,13,7
5308561,B,3,3
7641221,B,1,1
7501041,B,1,1
7767467,B,1,1
7449847,B,1,1
8137801,B,1,1
3997201,B,9,7
5862647,B,1,1
7334377,B,1,1
7696269,B,7,3
5382165,B,10,9
7530215,B,4,4
5687297,B,7,4
6825513,B,5,4
8073293,B,1,1
7882039,B,1,1
7192535,B,9,5
7397391,B,1,1
2452817,B,1,1
7533053,B,1,1
7649451,B,1,1
7199655,B,9,7
7579531,B,1,1
2672325,B,5,3
7322029,B,11,6
5546721,B,8,3
7828879,B,1,1
7479301,B,1,1
6883705,B,6,4
7689119,B,1,1
5811833,B,5,5
7883237,B,1,1
7749257,B,1,1
7502487,B,1,1
5984657,B,10,10
6439253,B,10,7
4218261,B,2,2
6598107,B,9,2
6457439,B,8,7
5736617,B,2,2
4571887,B,13,12
5525313,B,8,5
7593603,B,1,1
7665453,B,4,4
7766963,B,3,3
7416551,B,1,1
7742751,B,1,1
7625031,B,1,1
7755489,B,1,1
8062245,B,1,1
7838449,B,3,1
6148979,B,5,1
6157765,B,9,7
7699685,B,1,1
7764339,B,6,2
7775299,B,1,1
7851777,B,1,1
7769717,B,1,1
5422399,B,1,1
7874973,B,1,1
7419199,B,1,1
7112523,B,6,4
8346147,B,1,1
7834021,B,1,1
7785665,B,1,1
7681773,B,5,5
2689323,B,7,1
7938213,B,1,1
6391293,B,2,1
7674101,B,1,1
5551795,B,10,3
7873875,B,1,1
4296823,B,4,2
7880623,B,4,3
6883953,B,4,1
5536353,B,5,4
7206889,B,5,3
7875511,B,1,1
8221867,B,1,1
5536981,B,7,3
7434901,B,4,3
7818017,B,3,2
7753615,B,1,1
4587459,B,5,3
7170871,B,5,3
7418871,B,9,3
7829005,B,1,1
8095181,B,1,1
6191619,B,10,1
7513801,B,1,1
7990957,B,2,2
7231391,B,9,9
4884979,B,9,4
4367435,B,5,1
7336043,B,6,4
6443609,B,10,6
4440971,B,7,5
6395153,B,4,3
7651691,B,1,1
3256641,B,3,2
4547703,B,5,4
5555303,B,2,2
6933711,B,4,2
6910271,B,4,3
4580217,B,9,1
7546195,B,5,2
7593569,B,1,1
7862003,B,1,1
7686323,B,1,1
8148945,B,1,1
6943615,B,5,2
5213965,B,5,5
7544949,B,6,5
7205403,B,6,5
6344971,B,7,4
5681713,B,5,1
6898101,B,3,3
7405095,B,1,1
7577739,B,1,1
5645159,B,5,1
7786031,B,7,7
5170579,B,9,7
7143237,B,4,1
5468997,B,9,2
7656665,B,1,1
3570003,B,5,5
7815169,B,2,1
7832401,B,1,1
6009629,B,1,1
8108125,B,1,1
5616955,B,1,1
4020897,B,3,2
7557507,B,1,1
7846321,B,3,3
6762505,B,5,1
8099463,B,1,1
4279501,B,1,1
6356459,B,8,7
7653441,B,1,1
3528707,B,2,1
5488305,B,5,1
7805965,B,1,1
5974149,B,1,1
5491269,B,10,2
5603765,B,10,7
7876409,B,1,1
7494215,B,1,1
7602167,B,1,1
7558519,B,1,1
6950795,B,10,10
5940005,B,4,4
7580675,B,1,1
6185277,B,9,7
7541517,B,1,1
5524593,B,4,2
4551675,B,5,5
2693841,B,5,3
7784199,B,1,1
7946685,B,1,1
5411109,B,8,3
5399261,B,5,2
7720555,B,1,1
7706659,B,1,1
6859445,B,10,7
7733483,B,6,4
7799103,B,1,1
7781465,B,1,1
7749111,B,1,1
7503469,B,1,1
7707587,B,4,1
7471447,B,1,1
4651411,B,4,2
4887439,B,2,1
7826893,B,1,1
4794019,B,1,1
7502443,B,1,1
5921861,B,6,2
7670295,B,1,1
5491997,B,7,3
8088219,B,1,1
7107269,B,9,6
7784319,B,1,1
7548151,B,1,1
6215991,B,6,3
6634325,B,1,1
7738041,B,1,1
5895305,B,5,1
5555085,B,6,6
6138271,B,9,5
6077593,B,1,1
7655983,B,1,1
7556677,B,1,1
7508721,B,1,1
7796535,B,1,1
7667423,B,1,1
6887803,B,7,7
6803775,B,5,4
5240745,B,9,2
4693697,B,5,1
7873219,B,1,1
7629987,B,1,1
7659515,B,1,1
7461749,B,1,1
7337057,B,2,2
7014725,B,12,2
5324813,B,8,3
4879851,B,4,2
5463841,B,5,4
7531911,B,1,1
7387179,B,3,2
7765005,B,5,2
7809807,B,1,1
5900785,B,7,2
7903129,B,1,1
7653677,B,1,1
7581905,B,1,1
7663435,B,1,1
7655681,B,1,1
2693977,B,4,1
7891147,B,1,1
3310751,B,10,8
5923877,B,10,10
7868413,B,1,1
7464125,B,1,1
7753587,B,1,1
7037119,B,10,2
6779231,B,2,2
6635587,B,13,8
5331093,B,4,4
4273975,B,10,2
8073283,B,1,1
8038109,B,1,1
5536505,B,9,9
6157023,B,1,1
8078243,B,1,1
7073035,B,9,6
5534169,B,8,7
6017039,B,10,7
7723467,B,1,1
7138431,B,8,5
4844347,B,10,2
7208725,B,2,1
7383859,B,1,1
5463927,B,4,3
7841007,B,1,1
5463883,B,1,1
7564053,B,1,1
5308519,B,4,1
4648189,B,8,7
6502929,B,6,5
6801853,B,10,8
7883239,B,3,1
5257329,B,9,5
2718763,B,5,3
5407995,B,4,2
6922075,B,10,7
7341833,B,1,1
7642443,B,1,1
7634309,B,1,1
4658241,B,5,4
6355705,B,10,9
7722343,B,1,1
7603153,B,1,1
3979309,B,11,6
8091575,B,1,1
7021173,B,10,4
4186173,B,9,6
8077623,B,1,1
7594023,B,1,1
7718311,B,1,1
7545293,B,5,3
5458977,B,5,3
5672945,B,4,2
5554371,B,5,3
5818305,B,1,1
6589627,B,1,1
5503867,B,12,4
5031513,B,6,3
7390581,B,1,1
5419699,B,4,2
7886301,B,2,2
7903531,B,1,1
7854045,B,1,1
7189653,B,7,6
5389197,B,10,10
7635161,B,1,1
7762475,B,1,1
7874949,B,1,1
7767167,B,1,1
7443311,B,1,1
6784749,B,5,5
7806975,B,1,1
5349751,B,11,10
7805529,B,1,1
7790655,B,1,1
8158599,B,1,1
7649113,B,8,6
4386785,B,5,1
5673173,B,7,6
7801877,B,1,1
7819185,B,1,1
5365393,B,5,1
5953633,B,8,8
5357417,B,10,1
5523387,B,10,4
6664121,B,7,6
7848411,B,1,1
6967595,B,4,2
8269511,B,1,1
7906099,B,2,1
7710635,B,1,1
7159333,B,3,1
6375311,B,5,5
7216629,B,4,4
8087807,B,1,1
7077059,B,3,2
7176187,B,10,1
7689603,B,1,1
7471567,B,8,2
7636779,B,1,1
6410183,B,5,4
7295619,B,1,1
7395051,B,4,2
7834281,B,1,1
7270665,B,9,5
7664975,B,9,7
5359909,B,5,5
5552727,B,10,3
5414841,B,10,4
7786135,B,6,5
7766263,B,1,1
6638917,B,4,2
5917315,B,1,1
7848361,B,1,1
7282503,B,9,9
5565423,B,6,1
7530777,B,1,1
4101725,B,4,4
5503941,B,9,8
6921599,B,3,2
7078417,B,5,1
4017475,B,4,3
7153751,B,10,6
5843657,B,5,2
4588633,B,13,2
7084397,B,5,3
6921883,B,1,1
7713271,B,1,1
5632709,B,2,2
7970639,B,3,2
7369773,B,1,1
6641981,B,8,2
5376561,B,6,1
5576707,B,8,6
8077115,B,1,1
6403129,B,1,1
4672693,B,4,4
7748539,B,1,1
4320165,B,9,6
4528833,B,10,1
5217571,B,4,1
7562373,B,1,1
7675769,B,1,1
5733169,B,9,4
5541089,B,5,4
5625403,B,8,5
7536523,B,6,3
7895103,B,3,1
7604951,B,1,1
5687285,B,3,1
7849293,B,1,1
7516047,B,1,1
7046209,B,9,2
8052811,B,1,1
6776817,B,11,9
7425213,B,4,2
7792051,B,1,1
7535135,B,7,7
7671429,B,1,1
6961595,B,2,2
7850975,B,1,1
797481,B,4,3
5348905,B,10,6
6948329,B,5,1
5800625,B,3,2
7251035,B,5,3
8072257,B,1,1
7669117,B,1,1
7674339,B,1,1
7798029,B,1,1
7780135,B,1,1
7452621,B,1,1
7160921,B,11,7
7514791,B,1,1
5733253,B,6,2
7610823,B,1,1
7556659,B,1,1
6434091,B,8,7
7773481,B,1,1
6610409,B,4,1
7787195,B,1,1
7732709,B,1,1
7717105,B,1,1
5605937,B,8,6
6303691,B,4,2
8256587,B,1,1
5535819,B,7,7
4293457,B,8,1
7697803,B,1,1
5409277,B,5,4
7758681,B,8,1
7518813,B,1,1
6914671,B,1,1
4128823,B,2,2
6577997,B,4,1
7894665,B,1,1
7772067,B,1,1
4187313,B,9,1
6594391,B,2,1
7321515,B,6,1
7894889,B,1,1
7754269,B,1,1
3956651,B,10,1
7696157,B,1,1
7646607,B,7,2
7203137,B,1,1
4434595,B,10,3
691623,B,11,10
7739411,B,1,1
7547099,B,1,1
5907431,B,7,1
4786645,B,4,3
7559661,B,1,1
7705401,B,1,1
7864039,B,1,1
8180683,B,1,1
5713779,B,10,9
7665705,B,8,5
7409597,B,6,5
6583461,B,9,7
7678873,B,1,1
6235823,B,8,8
5588527,B,5,3
6616319,B,8,3
2612149,B,8,3
7061671,B,2,1
7009247,B,1,1
7498087,B,1,1
7616095,B,1,1
6923209,B,2,2
7443503,B,5,5
7937371,B,1,1
8057965,B,1,1
5456083,B,3,2
5439855,B,10,10
5645391,B,4,3
5528241,B,13,2
7822499,B,1,1
7208933,B,7,2
5921723,B,10,10
5841587,B,2,2
3162687,B,5,3
7695345,B,1,1
7944427,B,1,1
8058215,B,2,1
7563301,B,1,1
7874853,B,1,1
7626323,B,1,1
6264523,B,6,6
5192637,B,5,4
7522161,B,3,3
7321011,B,1,1
7438969,B,5,4
6683857,B,3,3
7578603,B,1,1
